id,title,date,type,duration_seconds,video_url,summary_count,vote_count,topics,wer_score
1136,"10-3-23 City Council  Meeting - Continued to October 17, 2023 Due to Audio Problems",,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_b6f11f12-62d0-11ee-b4aa-0050569183fa.mp4/playlist.m3u8,5,0,,1.0
1138,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c5de595a-55fd-406e-a7af-ab6ec19719ec.mp4/playlist.m3u8,4,0,,1.0
1142,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_5184fd6b-b1cb-456b-b9b9-db13e72e10cd.mp4/playlist.m3u8,4,1,,0.2536082474226804
1151,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_69e8a78e-1fb1-4927-9cd1-e3fd6e22661a.mp4/playlist.m3u8,51,3,infill development|missing middle housing|parking minimums or parking reform,0.22152548786420886
1158,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_134d9d6f-3811-4b8e-bc5e-45731cfd1698.mp4/playlist.m3u8,48,5,parking minimums or parking reform,0.3228565468326264
1163,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_21e698de-3abf-4063-a150-049eb227b780.mp4/playlist.m3u8,37,3,code amendments|infill development|mixed use|parking minimums or parking reform|residential density,0.28627195836044245
1164,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_1d9ff692-6c87-4651-9ffe-ef1035a44749.mp4/playlist.m3u8,47,3,parking minimums or parking reform,0.28774623953678646
1167,6-6-2024 Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_f3c130d2-0660-46f0-998c-bab2309e9642.mp4/playlist.m3u8,26,2,parking minimums or parking reform,0.28057860029780896
1182,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_1c846579-f34f-4d87-a4e3-d6892d41784f.mp4/playlist.m3u8,40,1,infrastructure,0.2590698308783415
1186,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_88479cab-bd88-4986-b06e-9dadd4ee606f.mp4/playlist.m3u8,28,2,infrastructure deficit,0.2836456558773424
1190,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_c0ca1b67-6d2b-4cd0-886f-9d71f084a4e4.mp4/playlist.m3u8,53,3,infrastructure deficit|parking minimums or parking reform|water supply,0.39255248126993547
1197,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_dd831245-6cdc-404d-b022-b3bd7fa47d1c.mp4/playlist.m3u8,37,3,,0.28702514222793174
1201,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_f92a984b-c6fd-428b-a78e-39dd57267b56.mp4/playlist.m3u8,44,5,,0.2851608737759604
1210,Bidwell Park & Playground Commission,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9a14b355-c9b4-49e2-b3bc-80a292bcb9ff.mp4/playlist.m3u8,46,3,adu (accessory dwelling units)|form-based codes|groundwater or water supply|infill development|infrastructure deficit|missing middle housing|parking minimums or parking reform|valley's edge development,0.35447300482657984
1215,3-20-2025 Planning Commission Meeting,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_e43a3ddb-eab9-4089-835b-ba1b2561cf4b.mp4/playlist.m3u8,31,4,adu (accessory dwelling units)|infill development|parking minimums or parking reform,0.36097560975609755
1218,4-3-2025 Planning Commission Meeting,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_3e5bf839-775b-4161-b298-b2342be3dbe4.mp4/playlist.m3u8,31,1,infill development|parking minimums or parking reform,0.3332979513852033
1222,5-15-2025 Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_d2871609-dacf-45bf-9146-66563f1aec12.mp4/playlist.m3u8,24,1,infill development|parking minimums or parking reform,0.21595977617387074
1226,6-5-2025 Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_45a7889f-460c-11f0-b7f5-005056a89546.mp4/playlist.m3u8,21,1,parking minimums or parking reform,0.9351513136015963
1231,Planning Commission Meeting,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_9a9123e7-de2b-4459-b8d9-4bcc61967b58.mp4/playlist.m3u8,32,2,,0.2772269374157214
1242,Council Meeting,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_660137b6-389d-4377-98c2-e52fc9b6a806.mp4/playlist.m3u8,46,4,,0.3177808094588449
1245,Planning Commission,,Planning Commission,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_06e5499d-13f7-4a27-8d67-912d91fcf6f7.mp4/playlist.m3u8,4,0,,1.0
1246,Test,,City Council,,https://archive-stream.granicus.com/OnDemand/_definst_/mp4:archive/chico-ca/chico-ca_d27111f9-1acb-4ee8-bce3-59cec4f13576.mp4/playlist.m3u8,4,0,,1.0
